"Region";"Schadstoff";"Einheit";"CRF_Code";"CRF_Sektor";"Quelle";"Datenstand";"Jahr";"Werte"
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1990";79082673,1680114
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1991";82746098,7507865
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1992";76176876,3055324
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1993";76550864,2051918
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1994";76758521,4284931
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1995";79985739,5795653
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1996";83145348,9370902
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1997";82752333,2634024
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1998";82045925,1599037
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"1999";80467642,9811024
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2000";80640416,3441363
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2001";84524169,6068751
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2002";86278914,9596781
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2003";91647288,3146787
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2004";91442941,6129343
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2005";92605068,2860565
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2006";90193095,4787137
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2007";87429937,2407129
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2008";86841176,5888844
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2009";80222766,7068933
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2010";84793168,3491172
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2011";82606720,9981643
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2012";79889008,800866
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2013";80309900,0595015
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2014";76721305,3855973
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2015";78934650,3991703
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2016";79863230,0463896
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2017";82195350,2643087
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2018";78903445,8673754
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2019";80058250,3967287
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2020";74030055,8589262
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2021";77359765,109191
"AT";"THG";"t CO2-äq";"0";"Total (without LULUCF)";"OLI 2023 (1990-2022)";"15.01.2024";"2022";72844016,6792345
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1990";52665863,137146
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1991";56275216,6192123
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1992";51740572,8798813
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1993";52087289,9232545
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1994";51614230,9716306
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1995";54161120,52426
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1996";58178660,7280503
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1997";57033751,1274066
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1998";56887302,9635644
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"1999";55789766,4257675
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2000";55289864,0058352
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2001";59455338,104439
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2002";60621377,8971785
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2003";66129333,3540689
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2004";66228815,9297895
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2005";66714449,5902432
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2006";63921105,241647
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2007";60488278,2035471
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2008";59531408,8986857
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2009";56389237,3696145
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2010";59278730,7169064
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2011";56970202,4081735
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2012";54828757,7363237
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2013";55004062,4309395
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2014";51278973,4184567
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2015";53061938,996173
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2016";54285438,6685459
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2017";55998506,798866
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2018";54552642,4074179
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2019";54935085,301223
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2020";49993831,3502139
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2021";51916479,9950536
"AT";"THG";"t CO2-äq";"1";"Total Energy";"OLI 2023 (1990-2022)";"15.01.2024";"2022";48463946,6157054
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1990";51891881,0544696
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1991";55650935,0420688
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1992";51069311,6596684
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1993";51450455,0557274
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1994";51102547,7376879
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1995";53656438,8362159
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1996";57748330,9703738
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1997";56559352,5880605
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1998";56384848,774533
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"1999";55254099,5485137
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2000";54753349,8065678
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2001";58900698,3063344
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2002";60082498,6767335
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2003";65573927,0235727
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2004";65726708,8671738
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2005";66243830,1184539
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2006";63421242,045861
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2007";59981962,4516626
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2008";59066345,1654208
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2009";55875780,5918042
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2010";58776567,9664922
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2011";56475125,5049573
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2012";54319144,8107075
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2013";54498640,1033862
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2014";50808295,18488
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2015";52605792,451721
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2016";53862095,6013958
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2017";55536539,0627081
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2018";54152888,5471418
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2019";54560649,5560847
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2020";49638450,7005899
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2021";51585126,6225811
"AT";"THG";"t CO2-äq";"1 A";"Fuel Combustion Activities (Sectoral Approach)";"OLI 2023 (1990-2022)";"15.01.2024";"2022";48153124,6692762
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1990";14007512,4469534
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1991";14796388,919547
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1992";11552400,1846568
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1993";11626255,4813853
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1994";11914574,5657257
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1995";13058696,2020482
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1996";14033582,4783724
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1997";14079838,3337241
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1998";13137394,770422
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"1999";12614041,7345018
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2000";12314342,2753169
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2001";13705181,7317956
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2002";13369386,9017062
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2003";15915316,3524954
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2004";15852907,1762674
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2005";16026092,6317409
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2006";14821365,64639
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2007";13621827,219817
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2008";13446728,5873657
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2009";12437306,0482585
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2010";13747125,9889947
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2011";13408617,7165088
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2012";11975074,0711716
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2013";11006217,7641713
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2014";9387198,421947
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2015";10502428,1459896
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2016";10287270,338848
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2017";10902601,5237428
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2018";10054064,9353899
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2019";10169593,4982195
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2020";8799598,65443717
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2021";8908457,53721284
"AT";"THG";"t CO2-äq";"1 A 1";"Energy Industries";"OLI 2023 (1990-2022)";"15.01.2024";"2022";8476379,44593225
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1990";11098192,9709855
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1991";11813940,2282767
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1992";8635916,23293514
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1993";8464832,58911656
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1994";8747204,61188023
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1995";9851715,28665909
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1996";11120608,7490981
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1997";11156893,6057789
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1998";10146375,2235404
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"1999";10090666,7474642
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2000";9814341,1510425
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2001";11326112,2997805
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2002";10586167,6961591
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2003";13052988,2470054
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2004";12756763,5300399
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2005";12798401,0741839
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2006";11722631,9479047
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2007";10483740,7734884
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2008";10397080,4336363
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2009";9356234,55551086
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2010";10777831,7105337
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2011";10368092,9812524
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2012";8925320,33696824
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2013";7921679,73468624
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2014";6418593,66815011
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2015";7415038,97033623
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2016";7221471,4676597
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2017";7897789,48720834
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2018";6982441,67843763
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2019";7058963,12879482
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2020";5771215,16683256
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2021";5776656,99035651
"AT";"THG";"t CO2-äq";"1 A 1 a";"Public Electricity and Heat Production";"OLI 2023 (1990-2022)";"15.01.2024";"2022";5871547,67471959
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1990";2397927,33225318
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1991";2431710,87018487
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1992";2393048,94011617
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1993";2735939,21583284
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1994";2713545,40933783
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1995";2594295,72964544
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1996";2651144,23328041
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1997";2644619,00991516
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1998";2637719,62434219
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"1999";2238499,2860312
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2000";2217767,31670147
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2001";2133032,96921425
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2002";2570234,97032408
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2003";2692956,935306
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2004";2849560,29828806
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2005";2832770,75635793
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2006";2835602,46280182
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2007";2873139,02972639
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2008";2811480,34692317
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2009";2815347,38146043
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2010";2729849,04303006
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2011";2773554,61329326
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2012";2842414,38296908
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2013";2833014,7701147
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2014";2719267,10605537
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2015";2810596,44465033
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2016";2791174,28705265
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2017";2744792,89319654
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2018";2830727,77194166
"AT";"THG";"t CO2-äq";"1 A 1 b";"Petroleum Refining";"OLI 2023 (1990-2022)";"15.01.2024";"2019";2797025,85948237
